Recording ID,Recording Name,Recording Time/Date,# of Plays,Recording Link,Keep?
82169322,FJA/EPO/Arch - Finalize EPO Approach for Managing Utilization Identifiers (i.e. Global Accumulators)-20160428 1803-1,4/28/2016 18:03,5,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=9008c7be54ae437582176c0aa4f014f2,YES
82134462,UPP Operating Committee-20160427 1603-1,4/27/2016 16:03,8,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=1e8ebb3798774d46862631739359f176,YES
82128377,Global Accum Solution - Review Open Questions from UPP Mapping Activity-20160427 1303-1,4/27/2016 13:03,4,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=45e2df64137441df9e541150bc86f63f,YES
82047042,PC/GC Storyboard Session 5-20160421 1803-1,4/21/2016 18:03,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=a94d5b7f1069419581487bd5e5d2fec8,YES
82036752,EPO Product Modeling Sprint 1 and 2 Demo-20160421 1602-1,4/21/2016 16:02,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=24d44c83b195413d86451a4a8f0e2eab,YES
82022662,PC/GC Storyboard Session 4-20160420 1833-1,4/20/2016 18:33,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=c33e27d40600405daf73a9be145dea90,YES
81945662,PC/GC Storyboard Session 3-20160415 1734-1,4/15/2016 17:34,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=e13988c2b5f94418a2cd6208228324d4,YES
81916122,Accums-20160414 1712-1,4/14/2016 17:12,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=ea5fe0d1a1f84c6883c1febe10c43bfe,YES
81885932,UPP Operating Committee-20160413 1603-1,4/13/2016 16:03,13,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=5604b394e00342a1ae47496ae1e47722,YES
81843527,PC/GC Storyboard Session 1-20160411 1703-1,4/11/2016 17:03,8,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=6f916e8359f744a386a05d36970efe10,YES
81766977,EPO Product Modeling Scrum Team Kick-off-20160406 1903-1,4/6/2016 19:03,12,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=6775d9aaf40d4372b95ffe3be9973c71,YES
81758687,UPP Operating Committee-20160406 1605-1,4/6/2016 16:05,10,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=f30670975638410cb4ccde429aa96622,YES
81634777,UPP Operating Committee-20160330 1604-1,3/30/2016 16:04,11,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=b3499b1c93f742b598195abb5dce9099,YES
81399062,UPP Operating Committee-20160316 1604-1,3/16/2016 16:04,5,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=2ab5cc8a5360404bbd5a50eb3f3f14ae,YES
81136797,UPP Operating Committee-20160302 1704-1,3/2/2016 17:04,14,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=5a276daa1fac4e958f3aa9b6985472f2,YES
80864452,UPP Operating Committee-20160217 1703-1,2/17/2016 17:03,13,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=072f301ce27440deaf84ab05e19901d3,YES
80816382,UPP Plan Config Demo-20160215 1504-1,2/15/2016 15:04,5,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=bdcabfdbdcfa473d92cb1b9703fc869d,YES
80739762,UPP Operating Committee-20160210 1704-1,2/10/2016 17:04,15,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=4ddf0e8d780943b380284ca6523957fa,YES
80580832,EPO Sprint 16 Demo-20160202 1703-1,2/2/2016 17:03,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=81648c0121484b479fc0601340a8f56a,YES
80465547,UPP Operating Committee-20160127 1703-1,1/27/2016 17:03,9,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=15252980e1a04000a9efecb4c5f41080,YES
80427482,Review Use Cases for D1B (Software Upgrades)-20160126 1315-1,1/26/2016 13:15,8,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=1acf1179be8f4f0caecbe097af8cef13,YES
80305802,EPO Sprint 15 Demo-20160119 1703-1,1/19/2016 17:03,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=3e4425aa223d4a14b5f89edd89a5819b,YES
80252587,GCL Planning Session 3-20160115 1303-1,1/15/2016 13:03,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=edfb89edcc8146feb2d147cb3f8f5042,YES
80233132,GCL Planning Session 2-20160114 1603-1,1/14/2016 16:03,6,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=b7d23b462094442b8244b18a7381ef05,YES
80207622,UPP Operating Committee-20160113 1703-1,1/13/2016 17:03,9,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=831cd1f823824fa89e79f359f8f0061e,YES
80136762,Sprint 14 UPP Demo-20160108 2032-1,1/8/2016 20:32,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=e0fb8c33351749d680dd557fa2cb63cb,YES
80124267,Software Upgrades (Toolset)-20160108 1405-1,1/8/2016 14:05,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=ff78b14310ce4774aa4f8790a8a9d01d,YES
80108222,Sprint 14 UPP Demo-20160107 1701-1,1/7/2016 17:01,8,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=9747f338ef0047429523fdf06c14702c,YES
80084192,UPP Operating Committee-20160106 1703-1,1/6/2016 17:03,12,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=949c2054f325416d925a1f3f027925be,YES
79863757,UPP Operating Committee-20151216 1703-1,12/16/2015 17:03,14,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=5dddccb74d7d4543a475d8ca9b817bd5,YES
79778987,Toolset Software Upgrades - Planning-20151210 1509-1,12/10/2015 15:09,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=c298f47c77094358a5807ea028d876ed,YES
79761427,UPP Operating Committee-20151209 1704-1,12/9/2015 17:04,6,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=e692857ef10d48ab8b5124004a431577,YES
79741572,EPO Sprint 12 Demo-20151208 1703-1,12/8/2015 17:03,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=b2053c16adad4e7989f6a577e619fe54,YES
79530747,EPO Sprint 11 Demo-20151120 1706-1,11/20/2015 17:06,5,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=671acf44077b4aa987f2bbc7b8674744,YES
79489317,UPP Operating Committee-20151118 1704-1,11/18/2015 17:04,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=117cefc4e8f64799891d306b574c8718,YES
79387477,UPP Operating Committee-20151111 1704-1,11/11/2015 17:04,9,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=5158a9729fdd43b18144729a106cefee,YES
79371457,EPO Sprint 10 Demo-20151110 1902-1,11/10/2015 19:02,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=1b33e894dfe6428c998feacce3ab24fa,YES
79287332,UPP Operating Committee-20151104 1704-1,11/4/2015 17:04,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=8fd5d257f71348beb72c6a763fed5a43,YES
79166987,EPO Sprint 9 Demo-20151027 1632-1,10/27/2015 16:32,4,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=4a5fd604156957948d32ef551f68f8d4,YES
78808577,EPO Sprint 7 Demo-20151001 1424-1,10/1/2015 14:24,4,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=38b977a27e1fe207e580f06119d95da3,YES
78790177,UPP Operating Committee-20150930 1603-1,9/30/2015 16:03,8,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=665e1642d53b4076b4c3f4ef9319b761,YES
78715347,Critical Funding Options-20150924 2000-1,9/24/2015 20:00,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=25c88078006d4335a8bb30d19260cd7c,YES
78684557,UPP Operating Committee-20150923 1606-1,9/23/2015 16:06,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=da902e19ef3ec8a00f4750ad0f810904,YES
78599502,Unified Product Platform Strategy Session-20150917 1217-1,9/17/2015 12:17,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=be5a6b3c586a4fa095959deb111d2246,YES
78339962,UPP Operating Committee-20150909 1603-1,9/9/2015 16:03,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=04187c17b713bbbfe3c07083effe0610,YES
77572772,UPP Operating Committee-20150902 1604-1,9/2/2015 16:04,6,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=f6161ddfa0634d9dd71b8f270c063358,YES
77283172,Sprint 5 Demo-20150901 1402-1,9/1/2015 14:02,6,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=fb2f07b695ef4ce9b01059f5651e8995,YES
77007217,UPP Operating Committee-20150826 1604-1,8/26/2015 16:04,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=c1d06589b7012fee8834f36399d7aa55,YES
76879792,Sprint 4 Demo/Retro-20150818 1405-1,8/18/2015 14:05,4,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=b84b75c412369514af4ee1575ca1bb77,YES
76674897,EPO Sprint 3 Demo Retro-20150804 1404-1,8/4/2015 14:04,2,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=de192827c712d7c797ecd2f2b084cbdd,YES
76614092,"(Continued, Part 3) - Sprint 2 - Demo Retro Presentation (RLS1)-20150730 1436-1",7/30/2015 14:36,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=494eddaec67f27578cb77a5304af50d5,YES
76549437,(Continued) - Sprint 2 - Demo Retro Presentation (RLS1)-20150727 1503-1,7/27/2015 15:03,10,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=bc13ff2bddd548a99268d6dc259175c9,YES
75508492,Deep Dive Demos-20150520 1937-1,5/20/2015 19:37,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=2f8069b2af83434f8264df62ffa3a980,YES
75388882,Deep Dive Demos-20150513 1933-1,5/13/2015 19:33,7,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=d99253cafc364ee182c70967b1c3239e,YES
73679447,4.10.0.0 Scope Review-20150202 1358-1,2/2/2015 13:58,0,https://cignavirtual.webex.com/cignavirtual/lsr.php?RCID=bce2dd82f0fbaad83b37b9b2b96d6d4c,YES
